CustomerID; Frecuencia; Monetary_value; Average_price; Recency; Country
13147;1; 118,8; 4,95; 43,00; Reino Unido
13148;11;35.29545455;2.288397909;29; Reino Unido
13149;4;67.415;2.028270677;14; Reino Unido
13151;2;49.675;4.197826087;203; Reino Unido
13153;1; 35,4; 2,95; 5,00; Reino Unido
13155;3;39.04666667;1.87490991;79; Reino Unido
13157;4; 57,84;1,549,153,846; 49,00; Reino Unido
13158;4; 32,15;1,501,517,857; 94,00; Reino Unido
13159;3; 60,5;1,926,193,316; 50,00; Reino Unido
13160;1;15; 1,25; 22,00; Reino Unido
13161;1; 42,3; 4,23; 313,00; Reino Unido
13162;3; 103,4;1,432,285,714; 122,00; Reino Unido
13165;2; 66,84; 0,795714286; 46,00; Reino Unido
13166;1; 27,05;1,591,176,471; 283,00; Reino Unido
13167;4;314,425;1,163,055,128; 18,00; Reino Unido
13168;3; 26,05;2,725,925,926; 36,00; Reino Unido
13170;1; 10,4; 1,3; 26,00; Reino Unido
13171;2;35,945;3,604,102,564; 49,00; Reino Unido
13173;2; 25,96;2,863; 4,00; Reino Unido
13174;3; 86,92;2,007,515,351; 16,00; Reino Unido
13176;1; 15,35;2,192,857,143; 46,00; Reino Unido
13177;1; 42,6;1,775; 64,00; Reino Unido
13178;10;76.085;1.705814082;35; Reino Unido
13183;8;90.8675;1.621391414;7; Reino Unido
13184;7;21.61571429;1.345973428;14; Reino Unido
13186;4; 34,1;217,202,381; 39,00; Reino Unido
13187;1; 29,44;2,102,857,143; 337,00; Reino Unido
13189;2; 19,2; 0,442941176; 18,00; Reino Unido
13192;2;49.255;1.82952381;95; Reino Unido
13193;1; 17,55;2,507,142,857; 61,00; Reino Unido
13196;3;46.06666667;1.507017544;11; Reino Unido
13198;5;76.534;2.166451418;10; Reino Unido
13199;9;97.66222222;1.846671551;7; Reino Unido
13200;3;2,391,666,667;1,712,857,143; 21,00; Reino Unido
13203;4;22.3725;3.51;9; Reino Unido
13208;7;26.35142857;2.268013605;58; Reino Unido
13209;7;74.65857143;2.643610775;30; Reino Unido
13210;1; 25,5; 4,25; 93,00; Reino Unido
13211;3;49.00333333;2.682787879;10; Reino Unido
13212;3;26.08333333;6.072916667;9; Reino Unido
13213;4;53,775;7,489,494,109; 56,00; Reino Unido
13216;1; 69,12; 0,72; 267,00; Reino Unido
13221;2; 48,45;2,410,044,643; 240,00; Reino Unido
13224;2;52.365;1.232602041;60; Reino Unido
13225;6;234.1133333;1.73;3; Reino Unido
13226;1; 13,85;1,978,571,429; 273,00; Reino Unido
13229;1; 33,6; 4,2; 225,00; Reino Unido
13230;13;20.26461538;2.039495295;4; Reino Unido
13232;6; 28,13;1,617,860,852; 26,00; Reino Unido
13233;2; 27,12; 0,62; 74,00; Reino Unido
13235;1; 63,64;2,272,857,143; 212,00; Reino Unido
13236;2; 28,63;1,131,538,462; 24,00; Reino Unido
13238;3; 62,4; 2,08; 17,00; Reino Unido
13239;1; 24,98; 0,675135135; 261,00; Reino Unido
13240;4; 36,85;3,040,464,744; 96,00; Reino Unido
13243;1; 83,36;2,193,684,211; 203,00; Reino Unido
13244;1; 21,84;4,368; 92,00; Reino Unido
13245;1; 75,75;4,208,333,333; 50,00; Reino Unido
13246;5;13.512;3.118111111;18; Reino Unido
13247;1; 10,2; 0,85; 82,00; Reino Unido
13248;2;15.225;7.85;124; Reino Unido
13253;2; 55,26; 0,607142857; 156,00; Reino Unido
13255;1; 17,7; 2,95; 373,00; Reino Unido
13258;2;36,835;2,473,928,571; 23,00; Reino Unido
13259;1; 34,54; 3,14; 61,00; Reino Unido
13260;1;219; 10,95; 61,00; Reino Unido
13262;1; 17,7; 2,95; 263,00; Reino Unido
13263;32;23.2834375;1.901464223;1; Reino Unido
13265;4;30.645;1.576858974;53; Reino Unido
13266;13;4,794,384,615;1,608,636,887; 11,00; Reino Unido
13267;15;39.866;3.482555556;2; Reino Unido
13268;9;38.88444444;1.04630452;17; Reino Unido
13269;13;50.52153846;2.021020979;1; Reino Unido
13271;1;18.05;0.820454545;37; Reino Unido
13272;1; 14,85; 4,95; 89,00; Reino Unido
13276;2;21.375;7;63; Reino Unido
13277;1; 49,5; 1,65; 25,00; Reino Unido
13278;1; 76,41; 0,992337662; 40,00; Reino Unido
13279;1; 12,5; 1,25; 78,00; Reino Unido
13280;3;16.66666667;2.3;122; Reino Unido
13282;2; 20,28;2,514; 18,00; Reino Unido
13284;1; 68,45;2,976,086,957; 330,00; Reino Unido
13285;3;82.86666667;1.885793972;23; Reino Unido
13291;1; 30,93; 0,702954545; 155,00; Reino Unido
13292;1; 19,8; 1,65; 284,00; Reino Unido
13294; ??2;38.825;2.75952381;189; Reino Unido
13297;2; 98,8;298,377,193; 23,00; Reino Unido
13299;1; 17,7; 2,95; 268,00; Reino Unido
13300;2;27.095;3.043653846;164; Reino Unido
13301;4;20.4125;2.088379187;103; Reino Unido
13304;1; 34,35;2,642,307,692; 351,00; Reino Unido
13305;6; 35,5;2.475793651;21; Reino Unido
13308;3; 51,86;2,335,652,174; 22,00; Reino Unido
13309;3;14.06666667;1.516666667;88; Reino Unido
13310;4;32.485;4.502380952;28; Reino Unido
13311;1; 194,79;155,832; 150,00; Reino Unido
13313;4;50,385;1,607,455,357; 22,00; Reino Unido
13314;4;17.0275;3.212797619;1; Reino Unido
13316;4;192.665;2.369219745;37; Reino Unido
13317;5;45.656;4.212170996;66; Reino Unido
13318;2; 28,38; 0,9025; 1,00; Reino Unido
13319;20;49.162;3.572853089;17; Reino Unido
13320;5;29.136;1.545433009;78; Reino Unido
13321;1; 17,7; 2,95; 86,00; Reino Unido
13322;1; 2,89; 2,89; 17,00; Reino Unido
13323;1;17;4.25;3; Reino Unido
13324;6; 154,72;1,037,384,259; 89,00; Reino Unido
13327;5; 51,6;3,221,235,294; 38,00; Reino Unido
13328;1; 254,88;2,124; 316,00; Reino Unido
13330;3; 60,32;157,137,931; 92,00; Reino Unido
13334;3;105.02;1.270154289;82; Reino Unido
13336;1; 130,98;1,926,176,471; 77,00; Reino Unido
13338; ??1; 145,8;5,207,142,857; 157,00; Reino Unido
13339;1; 132,91;1,726,103,896; 200,00; Reino Unido
13340;6;134.8333333;2.781503122;45; Reino Unido
13341;1; 192,8;3,213,333,333; 260,00; Reino Unido
13343;1; 40,6; 2,9; 177,00; Reino Unido
13344;2;120.125;3.56021978;67; Reino Unido
13345;1; -11,9; 5,95; 276,00; Reino Unido
13348;1; 11,4; 0,95; 64,00; Reino Unido
13349;1; 9,96; 0,83; 10,00; Reino Unido
13350;3;84.91666667;5.031095482;16; Reino Unido
13352;1; 60,3; 0,98852459; 60,00; Reino Unido
13354;1; 10,2; 0,85; 71,00; Reino Unido
13355;1; 146,2; 4,3; 122,00; Reino Unido
13356;1; 73,89;1,718,372,093; 80,00; Reino Unido
13357;1; 78,86;2,920,740,741; 257,00; Reino Unido
13358;1; 63,9;4,564,285,714; 268,00; Reino Unido
13359;1; 31,5; 2,25; 63,00; Reino Unido
13362;4;85.6875;2.779223485;9; Reino Unido
13363;2;15.465;3.156666667;17; Reino Unido
13364;2;0; 2,5; 66,00; Reino Unido
13365;3;67.16666667;2.136868687;8; Reino Unido
13368;2; 55,11;1,954,615,385; 256,00; Reino Unido
13369;1; 15,6; 0,65; 365,00; Reino Unido
13370;2;32,125;4,167; 366,00; Reino Unido
13372;1; 6,96; 0,29; 89,00; Reino Unido
13373;3; 122,51;2,364,549,004; 60,00; Reino Unido
13375;1; 28,9;2,064,285,714; 88,00; Reino Unido
13376;3;20.68333333;1.937179487;99; Reino Unido
13379;3;21.97333333;0.898380117;26; Reino Unido
13381;7;60.51142857;2.809734848;21; Reino Unido
13382;1; 15,9; 7,95; 280,00; Reino Unido
13384;8;50.67875;2.674617976;30; Reino Unido
13385;1; 71,04;1,973,333,333; 329,00; Reino Unido
13388;1; 30,45;3,383,333,333; 131,00; Reino Unido
13389;2; 25,7;3,734,615,385; 74,00; Reino Unido
13390;1;63; 3,15; 74,00; Reino Unido
13394;7; 37,22;1,196,458,402; 1,00; Reino Unido
13395;1; 11,5; 5,75; 185,00; Reino Unido
13396;2;117.975;2.852347418;29; Reino Unido
13397;1; 256,6;4,934,615,385; 183,00; Reino Unido
13398;1; 31,85; 6,37; 192,00; Reino Unido
13402;2;29.67;1.016263736;127; Reino Unido
13404;1;15; 1,25; 212,00; Reino Unido
13405;2; 35,55;3,342,857,143; 204,00; Reino Unido
13408;36; 116,31;590,857,882; 1,00; Reino Unido
13410;4;56.6875;1.747058824;24; Reino Unido
13411;1; 24,3; 2,43; 107,00; Reino Unido
13414;2; 41,85;3,725; 133,00; Reino Unido
13416;2; 24,75; 4,95; 43,00; Reino Unido
13417;2; 65,89;3,527,461,538; 4,00; Reino Unido
13418;15;31.38133333;2.815213194;11; Reino Unido
13421;2;177.41;1.468956562;40; Reino Unido
13422;1; 345,46;2,741,746,032; 64,00; Reino Unido
13425;3;45.82333333;1.299874776;108; Reino Unido
13426;9;43.30888889;1.472376543;0; Reino Unido
13427;2; 22,5; 1,25; 19,00; Reino Unido
13428;1; 15,65;1,203,846,154; 10,00; Reino Unido
13429;4;38.455;0.843214286;10; Reino Unido
13430;2; 40,74; 0,927; 18,00; Reino Unido
13431;2; 73,39;2,149,166,667; 67,00; Reino Unido
13434;1; 177,6; 1,85; 74,00; Reino Unido
13435;7;28.93571429;2.747535014;5; Reino Unido
13436;1; 17,34; 2,89; 1,00; Reino Unido
13437;5;57.252;4.860865546;31; Reino Unido
13439;1; 23,3; 0,832142857; 255,00; Reino Unido
13447;4; 34,81;3,134,997,297; 23,00; Reino Unido
13448;6;62.42333333;2.637408564;16; Reino Unido
13449;1; 24,84;1,035; 23,00; Reino Unido
13450;6; 84,42; 0,934194072; 26,00; Reino Unido
13451;6; 33,49;2,608,290,702; 26,00; Reino Unido
13453;1;15; 1,25; 289,00; Reino Unido
13455;2;51.15;1.823809524;24; Reino Unido
13456;2; 20,32; 0,745; 17,00; Reino Unido
13458;13;80.72769231;2.07537394;7; Reino Unido
13461;2;30.2;1.865;38; Reino Unido
13462;1; 44,4; 2,22; 252,00; Reino Unido
13464;1; 92,34; 1,62; 58,00; Reino Unido
13466;1; 35,4; 2,95; 184,00; Reino Unido
13467;2;134.645;4.002115385;10; Reino Unido
13468;20;32.7495;3.085596554;7; Reino Unido
13471;3; 62,83;1,136,154,692; 5,00; Reino Unido
13473;1; 18,48; 0,271764706; 332,00; Reino Unido
13474;1;16;1.333333333;236; Reino Unido
13475;3; 57,96;1,385,111,111; 217,00; Reino Unido
13476;2;131.2;4.025169779;178; Reino Unido
13477;4; 47,74;3,147,409,584; 57,00; Reino Unido
13479;1; 39,6; 1,65; 200,00; Reino Unido
13481;3;67.48333333;1.602418301;45; Reino Unido
13482;1; 20,28; 1,69; 232,00; Reino Unido
13483;1; 20,28; 0,563333333; 65,00; Reino Unido
13485;1; 31,49;2,862,727,273; 233,00; Reino Unido
13486;3; 40,47;1,579,230,769; 78,00; Reino Unido
13487;2; 18,75;4,335; 57,00; Reino Unido
13488;14;77.00285714;1.982901921;17; Reino Unido
13489;2; 17,58; 0,94; 157,00; Reino Unido
13491;8;21.63625;5.153083333;147; Reino Unido
13492;2; 38,27;2,224,027,778; 136,00; Suiza
13493;2; 98,3;20,725; 275,00; Suiza
13495;3; 16,85;3,116,666,667; 35,00; Reino Unido
13496;1; 27,49;1,832,666,667; 359,00; Reino Unido
13497;2; 22,35; 4,85; 282,00; Reino Unido
13499;3; 23,58;1,806,666,667; 17,00; Reino Unido
13500;2; 52,74;1,404,615,385; 23,00; Reino Unido
13501;1; 133,38;1,307,647,059; 288,00; Suiza
13502;1; 59,4; 4,95; 323,00; Reino Unido
13503;1; 20,7; 0,559459459; 71,00; Reino Unido
13504;1; 41,57;1,340,967,742; 64,00; Reino Unido
13505;6;27.195;5.075236511;72; Suiza
13506;1; 30,6;1,092,857,143; 316,00; Reino Unido
13507;4;60.8375;2.528869617;3; Reino Unido
13509;2; 33,72;1,218; 52,00; Reino Unido
13510;4;41.58;4.095747863;1; Reino Unido
13512;1; 20,15; 1,55; 260,00; Reino Unido
13515;4;31,925;1,176,361,139; 72,00; Reino Unido
13516;2; 39,55;3,330,952,381; 72,00; Reino Unido
13517;4;42.8975;2.07821379;59; Reino Unido
13518;1; 53,2;1,564,705,882; 85,00; Reino Unido
13519;1; 27,7;4,616,666,667; 78,00; Reino Unido
13520;5; 87,32;2,710,944,444; 58,00; Suiza
13521;3;49.85333333;1.690500631;1; Reino Unido
13523;3;137.7233333;3.764613638;33; Reino Unido
13524;1; 28,44; 0,79; 40,00; Reino Unido
13527;6; 53,92;2,418,401,182; 33,00; Reino Unido
13531;2; 81,2;3,690,909,091; 205,00; Reino Unido
13532;1; 8,62;2,155; 33,00; Reino Unido
13533;3;8.986666667;2.008703704;182; Reino Unido
13534;19;35.78947368;2.780283975;2; Reino Unido
13536;7;55.24428571;3.973935565;1; Reino Unido
13538;5; 59,16; 7,77; 43,00; Reino Unido
13539;3;29.09333333;4.067083333;85; Reino Unido
13544;2;11.215;2.661666667;39; Reino Unido
13546;3;1,418,333,333;2,256,666,667; 12,00; Reino Unido
13548;2; 60,94;2,531,284,483; 96,00; Reino Unido
13549;4; 30,3;2,195; 25,00; Reino Unido
13552;11;47.86818182;5.334541822;66; Reino Unido
13555;4;90.095;2.026614583;73; Reino Unido
13557;1; 36,6; 0,494594595; 28,00; Reino Unido
13558;4; 27,56;3,133,363,095; 5,00; Reino Unido
13560;1; 13,15;4,383,333,333; 7,00; Reino Unido
13561;1; 9,83; 0,756153846; 215,00; Reino Unido
13562;3; 65,9;2,491,212,121; 81,00; Reino Unido
13563;2;16.215;4.6215;84; Reino Unido
13564;4;-225,395;2,769,886,047; 144,00; Reino Unido
13566;2;82.54;1.836226923;40; Reino Unido
13568;1; 47,25; 3,15; 173,00; Reino Unido
13569;2; 17,79;2,366; 17,00; Reino Unido
13570;1; 19,83; 0,639677419; 243,00; Reino Unido
13571;11;15.14727273;1.118923761;12; Reino Unido
13572;1; 80,4;3,828,571,429; 205,00; Reino Unido
13573;2; 18,75;28,125; 50,00; Reino Unido
13575;3;20;3.537878788;23; Reino Unido
13576;10;52.715;2.400011429;10; Reino Unido
13577;4;38.475;2.294137931;25; Reino Unido
13583;1; 61,65;143,372,093; 155,00; Reino Unido
13584;1;30.05;2.311538462;306; Reino Unido
13587;1; 19,8; 1,65; 63,00; Reino Unido
13588;8;44.6675;1.146400365;15; Reino Unido
13589;2;44.075;6.147307692;14; Reino Unido
13590;4; 46,8;24,046,875; 51,00; Reino Unido
13591;3;44.56333333;6.739090909;64; Reino Unido
13592;3; 15,84;2,226,666,667; 35,00; Reino Unido
13593;4;59.2875;3.500390625;108; Reino Unido
13594;1;33; 1,65; 52,00; Reino Unido
13596;2;37.555;1.598043478;5; Reino Unido
13598;1; 10,55;3,516,666,667; 47,00; Reino Unido
13599;16;36.648125;2.502033575;8; Reino Unido
13600;1; 44,7; 7,45; 312,00; Reino Unido
13601;2; 52,62;1,889,166,667; 45,00; Reino Unido
13602;1; 52,56;1,752; 64,00; Reino Unido
13603;1; 22,79;1,199,473,684; 26,00; Reino Unido
13606;1; 11,7;2,925; 243,00; Reino Unido
13607;1; 79,8; 1,9; 40,00; Reino Unido
13610;8;14,745;2,668,864,885; 12,00; Reino Unido
13611;4;260,075; 0,894779412; 89,00; Reino Unido
13614;3;62.99333333;2.595237783;24; Reino Unido
13615;1; 22,5; 3,75; 318,00; Reino Unido
13617;3;26.11333333;2.347714286;40; Reino Unido
13618;1; 43,6; 1,09; 173,00; Reino Unido
13621;1;4; 0,04; 116,00; Reino Unido
13623;4;9.27;2.474166667;210; Reino Unido
13626;1; 27,6; 1,15; 252,00; Reino Unido
13627;4;34.385;1.329833333;79; Reino Unido
13629;5;160.906;1.773636364;99; Reino Unido
13630;6;61.025;2.238568376;75; Reino Unido
13632;5; 45,73;2,287,470,476; 24,00; Reino Unido
13634;5;23.716;4.637939394;33; Reino Unido
13635;1; 108,35;1,570,289,855; 67,00; Reino Unido
13636;3;19.49333333;1.263529412;36; Reino Unido
13637;2; 49,5;1,754,411,765; 187,00; Reino Unido
13639;1; 59,46; 0,900909091; 74,00; Reino Unido
13642;1; 51,9;7,414,285,714; 215,00; Reino Unido
13643;1; 10,5; 0,42; 31,00; Reino Unido
13644;3; 90,52;2,683,946,886; 16,00; Reino Unido
13645;1; 30,6; 2,55; 120,00; Reino Unido
13647;3;69.26666667;4.272;9; Reino Unido
13649;1; 38,1;2,721,428,571; 256,00; Reino Unido
13650;5;39.656;1.885605714;16; Reino Unido
13651;1; 30,9;2,207,142,857; 39,00; Reino Unido
13652;2; 55,92;3,946,363,636; 256,00; Reino Unido
13654;5;77.214;1.700080666;43; Reino Unido
13655;2;42.595;1.269033816;114; Reino Unido
13656;2; 27,5;2,005,555,556; 164,00; Reino Unido
13657;1; 12,6; 2,1; 201,00; Reino Unido
13658;4; -0,86;1,224,108,333; 85,00; Reino Unido
13659;3;82.97666667;2.097026172;197; Reino Unido
13662;2;63;1.192609183;85; Reino Unido
13663;1; 52,8; 3,3; 179,00; Reino Unido
13666;2;9.675;6.058333333;60; Reino Unido
13667;1; 34,79;3,162,727,273; 149,00; Reino Unido
13668;17;39;2.041861311;2; Reino Unido
13669;1; 64,8; 1,35; 50,00; Reino Unido
13670;1; 22,74;1,263,333,333; 75,00; Reino Unido
13672;1;27; 6,75; 332,00; Reino Unido
13673;2; 23,75;4,658,333,333; 18,00; Reino Unido
13675;2;43.53;1.084761905;151; Reino Unido
13678;1; 15,8; 0,79; 151,00; Reino Unido
13680;5;39.866;2.390520991;1; Reino Unido
13681;3;15.31666667;4.783333333;17; Reino Unido
13682;1;17;4.25;187; Reino Unido
13684;1; 6,45; 1,29; 285,00; Reino Unido
13685;3; 97,5; 0,91; 4,00; Reino Unido
13689;1;358; 1,79; 63,00; Reino Unido
13690;1; 17,85; 5,95; 59,00; Reino Unido
13692;2; 60,81;1,006,322,314; 24,00; Reino Unido
13694;31;193.6245161;1.311188649;3; Reino Unido
13695;10;29,766;1,747,285,714; 31,00; Reino Unido
13699;1; 47,7; 7,95; 155,00; Reino Unido
13700;6; 41,54;1,792,637,505; 26,00; Reino Unido
13704;8;42.6125;2.625429705;5; Reino Unido
13705;1; 23,8; 5,95; 373,00; Reino Unido
13707;2;54.125;19.7825;267; Reino Unido
13708;1; 33,88;21,175; 271,00; Reino Unido
13709;11;54.49454545;2.846097459;3; Reino Unido
13711;2; 38,23;3,615; 218,00; Reino Unido
13712;1;51; 0,85; 246,00; Reino Unido
13715;4;50.475;1.867420635;281; Reino Unido
13716;1; 11,75;1,068,181,818; 269,00; Reino Unido
13717;6;19.02;3.066666667;32; Reino Unido
13718;1; 25,9; 0,253921569; 295,00; Reino Unido
13719;5;35.356;2.415142857;15; Reino Unido
13720;2; 21,65; 5,95; 116,00; Reino Unido
13721;1;17; 4,25; 36,00; Reino Unido
13722;2; 136,65;1,590,512,681; 131,00; Reino Unido
13723;1;76.9;3.495454545;217; Reino Unido
13725;8; 37,47;4,091,751,089; 49,00; Reino Unido
13726;2; 77,07;12,525; 38,00; Reino Unido
13727;1; 32,7; 5,45; 33,00; Reino Unido
13728;5; 23,64; 5,93; 36,00; Reino Unido
13730;2; 36,23; 0,757307692; 135,00; Reino Unido
13731;2; 69,05;2,578,892,006; 219,00; Reino Unido
13732;1; 97,62; 0,996122449; 28,00; Reino Unido
13735;4;74.4925;2.83849113;24; Reino Unido
13736;2;36,395;1,305,269,231; 5,00; Reino Unido
13737;1; 27,86;2,786; 200,00; Reino Unido
13740;1; 61,98; 0,659361702; 240,00; Reino Unido
13741;4;28.075;3.175;71; Reino Unido
13742;10;29.025;4.157288462;16; Reino Unido
13743;6;61.5;1.05530303;2; Reino Unido
13744;2; 105,42; 0,979713115; 95,00; Reino Unido
13745;1; 24,96; 1,04; 162,00; Reino Unido
13748;1; 119,7;2,602,173,913; 232,00; Reino Unido
13750;2;22,575; 6,99; 53,00; Reino Unido
13751;1; 9,3;2,325; 288,00; Reino Unido
13752;2; 40,77;1,823,636,364; 155,00; Reino Unido
13753;1; 60,3; 0,98852459; 287,00; Reino Unido
13755;8;42.27875;2.718532754;3; Reino Unido
13756;11;56.16727273;2.197512961;2; Reino Unido
13758;6; 48,63;1,997,179,912; 11,00; Reino Unido
13759;1; 171,12;2,376,666,667; 71,00; Reino Unido
13760;2;18,835; 0,734446154; 54,00; Reino Unido
13761;2;43.515;1.598378378;50; Reino Unido
13762;2; 27,96;1,185; 204,00; Reino Unido
13763;1;50; 1,25; 63,00; Reino Unido
13764;3;5,199,333,333;213,646,595; 70,00; Reino Unido
13767;29;53.9562069;3.801957606;2; Reino Unido
13769;8;19.70625;3.5525;2; Reino Unido
13771;4; 66,8;1,474,084,034; 64,00; Reino Unido
13772;3; 60,78;2,184,314,263; 33,00; Reino Unido
13774;1; 104,15;3,156,060,606; 81,00; Reino Unido
13777;20;162.5195;2.784764159;8; Reino Unido
13780;2;36,435;1,302,647,059; 7,00; Reino Unido
13781;1;4.2;2.1;250; Reino Unido
13782;5;22,748;435,402,381; 12,00; Reino Unido
13784;2; 146,37;362,375; 113,00; Reino Unido
13787;2; 8,64; 1,97; 75,00; Reino Unido
13790;1; 53,3; 0,761428571; 4,00; Reino Unido
13791;1;145; 1,45; 168,00; Reino Unido
13792;1; 23,4; 1,95; 287,00; Reino Unido
13798;28;148.7282143;1.973895589;2; Reino Unido
13799;1; 65,7; 2,19; 294,00; Reino Unido
13800;1; 49,6; 6,2; 309,00; Reino Unido
13801;1; 65,5;2,729,166,667; 66,00; Reino Unido
13802;2; 76,35;1,757,967,033; 138,00; Reino Unido
13803;1; 62,62;2,408,461,538; 255,00; Reino Unido
13804;6;39.075;2.784223062;30; Reino Unido
13805;1; 36,48; 0,19; 129,00; Reino Unido
13806;1; 17,7; 2,95; 63,00; Reino Unido
13807;1; 64,2; 3,21; 367,00; Reino Unido
13808;2; 32,55;2,133,333,333; 5,00; Reino Unido
13809;1; 9,95; 9,95; 305,00; Chipre
13810;1; 80,2;2,227,777,778; 56,00; Alemania
13811;1; 41,25; 8,25; 183,00; Alemania
13812;1; 90,59;1,709,245,283; 105,00; Alemania
13813;3; 26,13;408,127,451; 39,00; Alemania
13814;2;131.15;4.261904762;92; Alemania
13815;3;200.2333333;3.30781455;23; Alemania
13816;1;18;18;23; Alemania
13817;1; 89,3;3,189,285,714; 29,00; Alemania
13819;3; 37,4;5,808,333,333; 301,00; Reino Unido
13821;1; 11,55; 0,888461538; 261,00; Reino Unido
13822;1; 40,7;1,162,857,143; 40,00; Reino Unido
13823;2; 34,35;286,875; 18,00; Reino Unido
13824;2; 105,9;3,503,846,154; 135,00; Reino Unido
13827;3; 23,85;4,602,380,952; 57,00; Reino Unido
13828;1; 15,3; 2,55; 22,00; Reino Unido
13831;4;110.6625;3.158119658;16; Reino Unido
13832;1; -11,25; 3,75; 17,00; Reino Unido
13833;1; 22,35; 4,47; 159,00; Reino Unido
13835;3;53.61666667;2.516792929;52; Reino Unido
13837;1; 21,65; 0,866; 211,00; Reino Unido
13838;4; 16,61;2,423,225,108; 5,00; Reino Unido
13842;9;56.36888889;4.282139322;58; Reino Unido
13844;1; 19,8; 1,65; 11,00; Reino Unido
13845;1; 19,8; 1,65; 64,00; Reino Unido
13846;3; 38,79;4,615,555,556; 24,00; Reino Unido
13849;2;61.295;1.799306418;51; Reino Unido
13850;1; 143,99;2,285,555,556; 129,00; Reino Unido
13851;3;107.9666667;1.544680047;95; Reino Unido
13853;1; 97,36;19,472; 57,00; Reino Unido
13854;7;101.8085714;7.022040816;24; Reino Unido
13856;2; 86,2; 0,80375; 168,00; Reino Unido
13859;1; 10,5; 0,42; 326,00; Reino Unido
13860;5;21,722;2,307,977,778; 1,00; Reino Unido
13862;6;23.76666667;1.025;18; Reino Unido
13863;1;8.5;0.85;247; Reino Unido
13865;1;15; 1,25; 186,00; Reino Unido
13867;3;46.50333333;1.473120254;31; Reino Unido
13868;1;15; 1,25; 38,00; Reino Unido
13869;4;104.6825;2.283954921;123; Reino Unido
13870;7;27.59142857;3.182272727;37; Reino Unido
13871;13;52.62307692;2.562744764;22; Reino Unido
13873;3;17.10333333;5.663333333;119; Reino Unido
13875;5;63,446;1,788,181,818; 53,00; Reino Unido
13876;1; 19,8; 4,95; 63,00; Reino Unido
13878;1; 121,41;3,281,351,351; 54,00; Reino Unido
13880;9;42.06111111;2.326438077;21; Reino Unido
13881;9;126.6888889;2.302287356;3; Reino Unido
13882;3; 29,49;2,292,222,222; 2,00; Reino Unido
13883;6; 38,45;307,504,065; 10,00; Reino Unido
13884;4; 30,4;41,515,625; 7,00; Reino Unido
13885;1; 11,9; 5,95; 200,00; Reino Unido
13886;1;15; 1,25; 71,00; Reino Unido
13888;2;18.575;10.35833333;119; Reino Unido
13889;1; 50,4; 2,1; 92,00; Reino Unido
13890;5;33.088;3.989184211;1; Reino Unido
13892;2;47,595; 0,570785124; 64,00; Reino Unido
13894;2; 23,85;1,533,333,333; 23,00; Reino Unido
13895;3;77.01666667;2.410460705;28; Reino Unido
13897;1; 64,36;1,237,692,308; 50,00; Reino Unido
13898;1; 15,3; 2,55; 325,00; Reino Unido
13899;2; 26,4; 1,61; 16,00; Reino Unido
13900;2;58.06;2.473555556;192; Reino Unido
13901;5;78.974;1.384992095;72; Reino Unido
13904;1; 10,2; 0,85; 294,00; Reino Unido
13908;4;66.6575;1.91967033;79; Reino Unido
13911;7;26.39142857;1.511;144; Reino Unido
13914;1; 42,04;1,501,428,571; 11,00; Reino Unido
13917;1; 4,56; 0,19; 49,00; Reino Unido
13918;2; 129,96;2,502,666,667; 49,00; Reino Unido
13919;2; 3,47;2,485; 53,00; Dinamarca
13922;1; 12,6; 0,42; 351,00; Reino Unido
13923;1; 35,64;1,485; 53,00; Reino Unido
13924;5;62.948;1.415000883;1; Reino Unido
13925;1; 70,94;2,533,571,429; 134,00; Reino Unido
13926;1; 20,4; 0,85; 23,00; Reino Unido
13927;1;16.6;4.15;74; Reino Unido
13928;3;24.36666667;6.45;31; Reino Unido
13930;1; 26,4; 0,55; 136,00; Reino Unido
13931;2;62.355;1.332777778;95; Reino Unido
13932;1;86.15;4.102380952;294; Reino Unido
13933;1; 49,14;4,914; 148,00; Reino Unido
13934;1; 54,6;1,516,666,667; 263,00; Reino Unido
13936;1; 15,3; 2,55; 179,00; Reino Unido
13938;1; 8,5; 0,85; 35,00; Reino Unido
13939;3; 24,98;5,076,666,667; 23,00; Reino Unido
13940;2;16;6.125;116; Reino Unido
13941;5; 149,7;4.108888889;21; Reino Unido
13946;2;152.25;2.377906977;201; Reino Unido
13947;1; 19,8; 1,65; 65,00; Reino Unido
13948;1; 46,8; 1,95; 360,00; Reino Unido
13949;5;30.894;2.670333333;2; Reino Unido
13950;2; 19,05;4,955,769,231; 11,00; Reino Unido
13951;2; 53,5;3,240,909,091; 176,00; Reino Unido
13952;2;163.155;2.177493812;217; Reino Unido
13953;1; 25,2; 2,1; 7,00; Reino Unido
13954;2;41.875;3.031470588;1; Reino Unido
13955;1; 3,33; 1,11; 154,00; Reino Unido
13956;5; 42,95;3,006,787,811; 5,00; Reino Unido
13958;1; -15,9; 7,95; 372,00; Reino Unido
13959;3;38.73666667;2.7911563;79; Reino Unido
13960;1; 22,8;1,266,666,667; 21,00; Reino Unido
13963;3;24.86666667;4.010714286;308; Reino Unido
13967;1;45; 1,25; 145,00; Reino Unido
13969;14;52.29428571;2.341336578;7; Reino Unido
13971;9;18.46777778;2.087936508;18; Reino Unido
13972;1; 31,9; 3,19; 201,00; Reino Unido
13973;1;30; 3,75; 287,00; Reino Unido
