CoDIGO PERSONA;EMPRESA;EDAD;SEXO;"ACTIVO/ CESADO 
(Data 07/12)";SEGMENTO;SEGMENTO_PERSONAL;CATEGORiA_PERSONAL;POSICION;UO3;UO2;NACIONAL/ EXTRANJERO;AGRUPADOR;EVENTO DE APRENDIZAJE;FECHA DE INICIO;FECHA DE TeRMINO;MES DE INICIO;TOTAL HORAS POR PERSONA;CAPACITACION_DE_PAGA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSION PERCAPITA (US$);DOCENTE/INSTITUCIoN;ASISTENCIA
6539470;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6539473;Rimac Seguros y Reasegrs;27;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6539485;Rimac Seguros y Reasegrs;27;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6539491;Rimac Seguros y Reasegrs;31;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6539748;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6539762;Rimac Seguros y Reasegrs;25;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540098;Rimac S.A. EPS;29;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;MEDICO CONSULTOR EMERGENCIA PROV;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540251;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540305;Rimac Seguros y Reasegrs;45;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION VEH EMERG;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540311;Rimac Seguros y Reasegrs;28;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540521;Rimac S.A. EPS;34;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;COORDINADOR SERVICIO SALUD;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540572;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540725;Rimac Seguros y Reasegrs;24;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540737;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540915;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA PROV;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540924;Rimac Seguros y Reasegrs;33;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6540928;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541076;Rimac S.A. EPS;41;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;COORDINADOR SERVICIO SALUD;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541266;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541267;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541276;Rimac Seguros y Reasegrs;33;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541448;Rimac Seguros y Reasegrs;31;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541449;Rimac Seguros y Reasegrs;31;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541451;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541456;Rimac Seguros y Reasegrs;23;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541457;Rimac Seguros y Reasegrs;23;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541458;Rimac Seguros y Reasegrs;25;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541560;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541561;Rimac Seguros y Reasegrs;31;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541568;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541589;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541591;Rimac Seguros y Reasegrs;35;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541597;Rimac Seguros y Reasegrs;26;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541613;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION VEH EMERG;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541644;Rimac Seguros y Reasegrs;27;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541645;Rimac Seguros y Reasegrs;27;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541647;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541653;Rimac Seguros y Reasegrs;28;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541655;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6541659;Rimac Seguros y Reasegrs;27;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542215;Rimac S.A. EPS;38;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;LICENCIADO ATENCIONES MEDICAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542223;Rimac S.A. EPS;26;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;LICENCIADO ATENCIONES MEDICAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542224;Rimac S.A. EPS;27;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;LICENCIADO ATENCIONES MEDICAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542228;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542233;Rimac Seguros y Reasegrs;39;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION VEH EMERG;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542237;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542238;Rimac S.A. EPS;28;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;LICENCIADO ATENCIONES MEDICAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542316;Rimac S.A. EPS;31;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;MEDICO CONSULTOR EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542322;Rimac S.A. EPS;28;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;LICENCIADO ATENCIONES MEDICAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542325;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542326;Rimac Seguros y Reasegrs;29;Femenino;CESADO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542334;Rimac Seguros y Reasegrs;25;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542339;Rimac S.A. EPS;32;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;MEDICO CONSULTOR EMERGENCIA PROV;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542347;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542412;Rimac Seguros y Reasegrs;31;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542413;Rimac S.A. EPS;30;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;MEDICO CONSULTOR EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542414;Rimac Seguros y Reasegrs;24;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542427;Rimac S.A. EPS;27;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;MEDICO CONSULTOR EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542440;Rimac Seguros y Reasegrs;23;Femenino;CESADO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542447;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542461;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542463;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6542468;Rimac S.A. EPS;26;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;MEDICO CONSULTOR EMERGENCIA PROV;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Vamos a estar bien;22/10/2020;22/10/2020;10;1;1;0;EXPERIENCIA AL CLIENTE;VIRTUAL;11;Wendy Ramos;ASISTIO
6518588;Rimac Seguros y Reasegrs;52;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;22/09/2020;22/09/2020;9;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6540833;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;22/09/2020;22/09/2020;9;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
6504569;Rimac S.A. EPS;45;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ADMINISTRADOR DE CUENTAS PROV;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;22/09/2020;22/09/2020;9;1;1;0;INNOVACION;VIRTUAL;0;Cesar Acuña;ASISTIO
